id,worker_id,condition,trial_id,ground_truth,participant_answer,time_spent_ms,created_at
9a8cdf7c-5789-40d1-9786-a8b2cdbb545d,P-MN4RL5SN-IWZXI4,with-ai,83,NOT_SARCASM,NOT_SARCASM,5381,2026-03-24 15:26:19.694851+00
9cc5975c-eee7-49dd-80b8-1b7aee6e00ef,P-MN4QYM0V-Y2P79R,no-ai,138,SARCASM,SARCASM,27560,2026-03-24 15:11:26.314045+00
9dd2312f-023b-4994-ad83-026ac602a1a6,P-MNJ0SBB7-Y2S0PH,with-ai,47,SARCASM,NOT_SARCASM,701,2026-04-03 14:59:01.081481+00
a172cfd9-56f5-4eab-86c4-24dd57fb6b9d,P-MNJ0SBB7-Y2S0PH,with-ai,110,NOT_SARCASM,NOT_SARCASM,568,2026-04-03 14:59:10.657517+00
a3050b36-e938-4942-b0d5-fed5d0bc7aa9,P-MN4SBZ4P-VW2H9K,with-ai,1,SARCASM,NOT_SARCASM,967,2026-03-24 15:44:32.281649+00
a30f8720-c365-4187-83cd-5bc90c2ad2da,P-MN4QYM0V-Y2P79R,no-ai,136,SARCASM,NOT_SARCASM,14004,2026-03-24 15:08:36.135496+00
a332633b-024c-436b-b943-f8ce8d86da2f,P-MN6R7MGL-LOF01Y,no-ai,43,NOT_SARCASM,NOT_SARCASM,12904,2026-03-26 00:51:29.007447+00
a40a485b-9a8b-4d14-aa6b-18b97c24ca71,P-MN4SBZ4P-VW2H9K,with-ai,120,SARCASM,NOT_SARCASM,809,2026-03-24 15:44:31.147749+00
a5c90bd5-b612-4cc7-a280-7f6dde62f751,P-MN4SBZ4P-VW2H9K,with-ai,229,SARCASM,SARCASM,1188,2026-03-24 15:44:39.099777+00
a8841728-a566-48a9-8ed0-6ee9d0e61747,P-MN4Q70OG-ZR65MK,no-ai,5,SARCASM,NOT_SARCASM,26256,2026-03-24 14:53:49.334474+00
a97d0906-3b4c-41af-aaa2-50855603a9e4,P-MN4QRFUY-5YFWZO,with-ai,98,NOT_SARCASM,SARCASM,1310,2026-03-24 15:02:44.041406+00
aa4edb7e-cf3d-4bca-998e-cf952a49b31d,P-MN6QYDFE-Q5U4K4,with-ai,183,SARCASM,SARCASM,4273,2026-03-26 00:45:05.391504+00
ac40199d-4501-4a93-9251-ea8aa185b235,P-MNJ0SBB7-Y2S0PH,with-ai,227,SARCASM,NOT_SARCASM,719,2026-04-03 14:59:09.976797+00
accd68a4-b17a-4a25-9fd5-8160c82d5d1e,P-MN4RL5SN-IWZXI4,with-ai,214,NOT_SARCASM,NOT_SARCASM,17716,2026-03-24 15:28:32.392403+00
ad0436f7-51df-4c9b-8bf1-6acd6491f125,P-MN4QRFUY-5YFWZO,with-ai,109,SARCASM,SARCASM,13661,2026-03-24 15:03:10.983916+00
ad3954e7-5fbc-4227-bc8d-c11bad36c14b,P-MN4R5D37-QSKUAZ,no-ai,41,SARCASM,SARCASM,16390,2026-03-24 15:12:56.357446+00
adf5bf9e-29ec-4f3f-898c-0c32b7919ac9,P-MN4QRFUY-5YFWZO,with-ai,248,SARCASM,SARCASM,925,2026-03-24 15:03:18.466271+00
ae4a2853-c350-45c8-b704-8c7181c5f5e0,P-MN4RL5SN-IWZXI4,with-ai,60,NOT_SARCASM,NOT_SARCASM,1610,2026-03-24 15:26:14.229763+00
ae89b8d2-fb73-44dc-b126-7e402e57e5ac,P-MN6R7MGL-LOF01Y,no-ai,146,SARCASM,NOT_SARCASM,5494,2026-03-26 00:51:15.675204+00
aed0e336-491d-4956-9f5e-165987f625d6,P-MN6R7MGL-LOF01Y,no-ai,115,NOT_SARCASM,SARCASM,7275,2026-03-26 00:52:03.124377+00
afca9677-d7e6-49b6-8ba4-1cf326c1491c,P-MN4R5D37-QSKUAZ,no-ai,247,SARCASM,SARCASM,8715,2026-03-24 15:11:58.216743+00
b0c7c2d2-20a5-4b1e-aa60-30e2687e0b2f,P-MNJ0SBB7-Y2S0PH,with-ai,81,SARCASM,SARCASM,1544,2026-04-03 14:58:57.442836+00
b2c6738f-f6f2-41d0-bf9d-0bc80697aab3,P-MN4R5D37-QSKUAZ,no-ai,115,NOT_SARCASM,NOT_SARCASM,6987,2026-03-24 15:13:51.888627+00
b2c83250-5989-4953-9f04-3282995d1859,P-MN4QYM0V-Y2P79R,no-ai,175,NOT_SARCASM,NOT_SARCASM,26290,2026-03-24 15:12:14.570694+00
b379d34e-a3e8-40a4-a936-c1c20ce95657,P-MN4QFLHS-WO5HMW,no-ai,229,SARCASM,SARCASM,9092,2026-03-24 14:54:47.261046+00
b4dc7123-220d-4ecb-ab49-bf62e7c0655f,P-MN4SBZ4P-VW2H9K,with-ai,36,SARCASM,SARCASM,785,2026-03-24 15:44:36.283653+00
b4f8e7c0-6c5a-4167-9047-cd61d9561738,P-MN6QYDFE-Q5U4K4,with-ai,169,SARCASM,SARCASM,29310,2026-03-26 00:46:30.422704+00
b5389a9e-63b9-46f9-b636-a5151677214e,P-MN4SB1JM-XI7KWK,no-ai,181,NOT_SARCASM,NOT_SARCASM,818,2026-03-24 15:43:55.59864+00
b5392beb-0eec-4c2f-b7db-e9c2aae08e6c,P-MN4QFLHS-WO5HMW,no-ai,151,NOT_SARCASM,NOT_SARCASM,25561,2026-03-24 14:57:42.61991+00
b5adda9b-b8ab-4f91-ba70-5ddb992a04c3,P-MN4QR6CY-096LZE,with-ai,194,SARCASM,SARCASM,24197,2026-03-24 15:02:10.12331+00
b5caa0ec-fe0a-4f7b-b646-1f18bf338ab1,P-MN4QR6CY-096LZE,with-ai,218,NOT_SARCASM,NOT_SARCASM,25295,2026-03-24 15:02:49.263512+00
b6205a78-7f88-4658-a833-ca079673388d,P-MN4SBZ4P-VW2H9K,with-ai,175,NOT_SARCASM,NOT_SARCASM,762,2026-03-24 15:44:25.085196+00
b67615b6-cda2-4a04-965e-82f229794063,P-MN4QFLHS-WO5HMW,no-ai,50,SARCASM,SARCASM,7659,2026-03-24 14:56:18.476986+00
b7784fdd-69e4-4428-9f6e-6dd919f17f7a,P-MN4RCPOP-47G0AC,with-ai,101,SARCASM,SARCASM,7600,2026-03-24 15:17:02.287154+00
b7fcc576-d580-4dda-941d-3388b887fdac,P-MN4R5D37-QSKUAZ,no-ai,33,NOT_SARCASM,SARCASM,8534,2026-03-24 15:15:54.546477+00
b808bf7c-82c5-406e-bcc8-ffdd271441cb,P-MN4QFLHS-WO5HMW,no-ai,44,NOT_SARCASM,NOT_SARCASM,8489,2026-03-24 14:57:51.194672+00
b8f3d094-143f-45a3-b2fe-672a33a970f6,P-MN4SB1JM-XI7KWK,no-ai,129,SARCASM,NOT_SARCASM,2316,2026-03-24 15:43:37.077233+00
ba3cc759-30d7-4934-9956-3abc27850fee,P-MN4SB1JM-XI7KWK,no-ai,101,SARCASM,SARCASM,1234,2026-03-24 15:43:46.001637+00
bb990fb8-07e9-444f-9830-7d2f9556b884,P-MN4QYM0V-Y2P79R,no-ai,91,NOT_SARCASM,SARCASM,17968,2026-03-24 15:08:54.206703+00
bde91886-73ae-4562-88c5-f1045ab49f40,P-MN4SB1JM-XI7KWK,no-ai,85,NOT_SARCASM,NOT_SARCASM,1010,2026-03-24 15:43:40.440199+00
be92b611-9d9d-49f1-8687-efde14986b48,P-MNJ0SBB7-Y2S0PH,with-ai,216,NOT_SARCASM,SARCASM,1539,2026-04-03 14:59:04.250869+00
be9731ca-b9db-4d4b-a381-5bbe9f6b236f,P-MN4QYM0V-Y2P79R,no-ai,17,NOT_SARCASM,SARCASM,4063,2026-03-24 15:07:43.179981+00
bedada9a-ed83-4104-9abf-c4088a0449bf,P-MN4RCPOP-47G0AC,with-ai,95,NOT_SARCASM,SARCASM,1072,2026-03-24 15:17:15.267698+00
c04b5cd6-cce9-413c-93ba-73d83953fd0c,P-MN6R7MGL-LOF01Y,no-ai,169,SARCASM,SARCASM,2196,2026-03-26 00:50:25.758211+00
c164459b-a98c-4965-a62f-d603a6f417d1,P-MN4QRFUY-5YFWZO,with-ai,69,NOT_SARCASM,SARCASM,1219,2026-03-24 15:02:47.18981+00
c1a82613-894e-45eb-b529-6279309d1626,P-MNJ0SBB7-Y2S0PH,with-ai,103,NOT_SARCASM,NOT_SARCASM,727,2026-04-03 14:59:06.692529+00
c1c5126b-446e-498f-b99f-9db8715816a0,P-MN6QYDFE-Q5U4K4,with-ai,197,SARCASM,SARCASM,14593,2026-03-26 00:43:52.399336+00
c26986de-b0ff-4759-a2d6-f95b8d38b7e4,P-MN4R5D37-QSKUAZ,no-ai,22,NOT_SARCASM,NOT_SARCASM,28507,2026-03-24 15:12:39.892962+00
c2b2efd5-0854-42ec-955a-a3c65147d1f7,P-MN4Q70OG-ZR65MK,no-ai,16,SARCASM,SARCASM,6505,2026-03-24 14:58:11.832769+00
c2ea9e22-4898-4cec-9765-c89966934814,P-MN4SB1JM-XI7KWK,no-ai,250,NOT_SARCASM,SARCASM,713,2026-03-24 15:43:41.951831+00
c393de77-c350-4e47-aebf-9397a063ea9e,P-MN4SBZ4P-VW2H9K,with-ai,22,NOT_SARCASM,NOT_SARCASM,750,2026-03-24 15:44:24.242215+00
c4698f4e-a98c-40e4-be48-8e5418acd6a5,P-MN4QFLHS-WO5HMW,no-ai,150,SARCASM,SARCASM,39753,2026-03-24 14:54:38.055666+00
c5199e2d-e306-423a-9280-0bdd5d00a616,P-MN4RCPOP-47G0AC,with-ai,177,NOT_SARCASM,NOT_SARCASM,3747,2026-03-24 15:17:34.032636+00
c5cfd16c-a128-4f03-867e-10ecc741d7c6,P-MN4Q70OG-ZR65MK,no-ai,134,SARCASM,NOT_SARCASM,35309,2026-03-24 14:58:05.256434+00
c8a98bcb-865c-4894-8321-dea8d390fc40,P-MN4R5D37-QSKUAZ,no-ai,210,SARCASM,SARCASM,13014,2026-03-24 15:12:11.302219+00
ca821def-bafa-4e55-8bc9-497540aab1c7,P-MN6QYDFE-Q5U4K4,with-ai,17,NOT_SARCASM,SARCASM,27882,2026-03-26 00:41:59.81423+00
ca8261c3-af78-4c7d-85e5-133345b497eb,P-MN4SBZ4P-VW2H9K,with-ai,3,NOT_SARCASM,SARCASM,663,2026-03-24 15:44:25.814914+00
ca906350-09f7-4543-9e0c-4a78b098c7e2,P-MN4RL5SN-IWZXI4,with-ai,207,SARCASM,SARCASM,9244,2026-03-24 15:28:02.664085+00
cc29d43d-93bb-4a6c-a5d1-966c16282fb2,P-MN4SB1JM-XI7KWK,no-ai,123,NOT_SARCASM,SARCASM,1271,2026-03-24 15:43:38.518804+00
ccde8289-f62a-45f5-8dff-eea9b385e2e6,P-MN4SB1JM-XI7KWK,no-ai,95,NOT_SARCASM,SARCASM,1264,2026-03-24 15:43:51.222977+00
cd095762-4ac5-455e-8e71-ba4d608b6220,P-MN4Q70OG-ZR65MK,no-ai,189,SARCASM,NOT_SARCASM,14858,2026-03-24 14:47:39.962047+00
cd12e919-7e2a-4e66-bbf7-45fcadd0d0d8,P-MN4RCPOP-47G0AC,with-ai,39,SARCASM,SARCASM,1489,2026-03-24 15:18:14.909857+00
cfd0e238-1a89-4ab3-9538-d793fee06f60,P-MN4RL5SN-IWZXI4,with-ai,99,NOT_SARCASM,NOT_SARCASM,4874,2026-03-24 15:23:58.395893+00
d058ca0a-7322-48b8-869f-d632b58e5149,P-MN6R7MGL-LOF01Y,no-ai,93,SARCASM,SARCASM,10085,2026-03-26 00:49:37.934948+00
d1ccd447-ca1a-41e7-98ad-fc7763ecebcf,P-MN4QYM0V-Y2P79R,no-ai,99,NOT_SARCASM,NOT_SARCASM,11520,2026-03-24 15:07:39.035152+00
d31cc7fb-946c-4455-a826-30cce267afec,P-MN4QRFUY-5YFWZO,with-ai,221,SARCASM,NOT_SARCASM,7550,2026-03-24 15:02:57.239096+00
d498a249-471f-46cf-9ba1-3868f9fd9151,P-MNJ0SBB7-Y2S0PH,with-ai,195,NOT_SARCASM,NOT_SARCASM,1440,2026-04-03 14:59:05.774258+00
d4a88f51-da09-4e92-92df-9060a08f6442,P-MN4QRFUY-5YFWZO,with-ai,168,SARCASM,SARCASM,843,2026-03-24 15:03:19.372083+00
d4eba4fb-73fe-40ca-8238-f9db4b65448f,P-MN6QYDFE-Q5U4K4,with-ai,17,NOT_SARCASM,SARCASM,28348,2026-03-26 00:42:01.534652+00
d56afdc0-4c9b-4fd0-90c5-601c33b457c3,P-MN4QYM0V-Y2P79R,no-ai,53,SARCASM,SARCASM,60001,2026-03-24 15:09:54.509632+00
d571cbd6-12ef-4180-a1b7-5566fda99846,P-MN6QYDFE-Q5U4K4,with-ai,17,NOT_SARCASM,SARCASM,28032,2026-03-26 00:41:59.936315+00
d7ed5f09-2699-4faf-ba14-4356be44e6f2,P-MN4QRFUY-5YFWZO,with-ai,197,SARCASM,SARCASM,2781,2026-03-24 15:03:16.543134+00
d84dafca-4099-44fe-88d3-e9f8f9e677ea,P-MN4QR6CY-096LZE,with-ai,12,NOT_SARCASM,NOT_SARCASM,16466,2026-03-24 15:04:39.777313+00
d8fa6cc3-c835-410a-a48d-1f3e6b83cc70,P-MN4RCPOP-47G0AC,with-ai,78,SARCASM,SARCASM,1617,2026-03-24 15:17:52.17008+00
d8fba930-fe64-4c16-983b-7aeda8a2187d,P-MN6QYDFE-Q5U4K4,with-ai,17,NOT_SARCASM,SARCASM,26482,2026-03-26 00:42:02.911237+00
d9521300-301d-4ab3-9744-e33dfce7cd2a,P-MN4QFLHS-WO5HMW,no-ai,124,NOT_SARCASM,SARCASM,15369,2026-03-24 14:56:33.938834+00
d9f26c21-c5af-4db8-aa1b-eb8934b0ee83,P-MN4QR6CY-096LZE,with-ai,93,SARCASM,SARCASM,16472,2026-03-24 15:04:56.41422+00
da8e4176-44b8-4daa-bddd-2ac3e688ecb7,P-MN6R7MGL-LOF01Y,no-ai,228,NOT_SARCASM,SARCASM,17424,2026-03-26 00:51:47.065917+00
de20dc43-47f6-4369-aa66-a642868dcaaf,P-MN6QYDFE-Q5U4K4,with-ai,35,NOT_SARCASM,NOT_SARCASM,10457,2026-03-26 00:43:37.469717+00
deec152d-8745-4483-b2a5-7a1599ae7c1a,P-MN4QRFUY-5YFWZO,with-ai,185,SARCASM,SARCASM,1327,2026-03-24 15:02:40.987314+00
e1871c88-3916-499e-b60b-ee900bce5b3d,P-MN4SBZ4P-VW2H9K,with-ai,9,NOT_SARCASM,NOT_SARCASM,1502,2026-03-24 15:44:34.738487+00
e1c2c4af-65ba-4967-866c-770021593808,P-MN6QYDFE-Q5U4K4,with-ai,6,SARCASM,SARCASM,28686,2026-03-26 00:45:34.448402+00
e1cf29c7-82fb-431b-a63a-2759651eb7eb,P-MN4RL5SN-IWZXI4,with-ai,166,NOT_SARCASM,SARCASM,43745,2026-03-24 15:26:07.67628+00
e4910ab2-c7e5-4831-9f40-493ef1073c5b,P-MN4R5D37-QSKUAZ,no-ai,7,SARCASM,NOT_SARCASM,8028,2026-03-24 15:16:02.731706+00
e50f6e17-5d4b-4632-9968-3921e04f26f4,P-MN6QYDFE-Q5U4K4,with-ai,22,NOT_SARCASM,NOT_SARCASM,5452,2026-03-26 00:46:44.548278+00
e53c420f-b8b8-4cf4-8fc6-31bc698d8d3c,P-MN6QYDFE-Q5U4K4,with-ai,17,NOT_SARCASM,SARCASM,28166,2026-03-26 00:42:00.074743+00
e714bdb2-9d2e-4a04-9191-80e49ffec0c7,P-MN4QFLHS-WO5HMW,no-ai,66,SARCASM,SARCASM,21785,2026-03-24 14:56:10.739072+00
e75a6d67-ca70-477f-8166-4eb62a2be1c1,P-MN6QYDFE-Q5U4K4,with-ai,61,SARCASM,SARCASM,7422,2026-03-26 00:44:00.099839+00
e979860b-af61-4a42-90ae-2e69cca83016,P-MN4RCPOP-47G0AC,with-ai,57,NOT_SARCASM,NOT_SARCASM,2210,2026-03-24 15:17:06.81555+00
e9b78d10-463b-4a75-96b3-f9f16d244e3a,P-MN4QR6CY-096LZE,with-ai,58,NOT_SARCASM,NOT_SARCASM,29110,2026-03-24 15:05:55.080669+00
eb2c6e40-2450-45a9-83fe-7758a25bac9a,P-MN4QR6CY-096LZE,with-ai,57,NOT_SARCASM,NOT_SARCASM,56993,2026-03-24 15:04:12.793746+00
ec3f1f0c-9c85-4108-8f1d-216175c715cd,P-MN4SB1JM-XI7KWK,no-ai,26,NOT_SARCASM,SARCASM,586,2026-03-24 15:43:41.104189+00
eea253a0-4d43-424d-aaad-2969602b969b,P-MN4RL5SN-IWZXI4,with-ai,173,SARCASM,NOT_SARCASM,36180,2026-03-24 15:24:54.335674+00
ef89b2a0-2831-4275-8679-4b5c1b7219d8,P-MN4QR6CY-096LZE,with-ai,133,SARCASM,SARCASM,12530,2026-03-24 15:01:18.841379+00
efc8d461-769b-419b-bd55-352ec5d81385,P-MN4QFLHS-WO5HMW,no-ai,122,NOT_SARCASM,SARCASM,13734,2026-03-24 14:53:17.866749+00
f0240bdb-1c70-4576-867c-cadc4ea94734,P-MN4QRFUY-5YFWZO,with-ai,31,NOT_SARCASM,SARCASM,27343,2026-03-24 15:02:34.342281+00
f06080d2-62f2-496e-a5cb-39b706764b14,P-MN4QYM0V-Y2P79R,no-ai,61,SARCASM,SARCASM,8155,2026-03-24 15:10:18.548758+00
f07b859b-0f31-454c-8170-83d0f6767e30,P-MN4QYM0V-Y2P79R,no-ai,83,NOT_SARCASM,NOT_SARCASM,5244,2026-03-24 15:10:10.295301+00
f0a97a35-2acc-417f-a671-fe1440d54ac4,P-MN6QYDFE-Q5U4K4,with-ai,205,NOT_SARCASM,NOT_SARCASM,5086,2026-03-26 00:47:05.121424+00
f0e8a6f3-f3be-4306-9212-b6c8f4cf2c8d,P-MN6R7MGL-LOF01Y,no-ai,68,NOT_SARCASM,SARCASM,35018,2026-03-26 00:50:22.520324+00
f237cdb8-1b2f-4424-89bb-0a3dc4c2f12c,P-MN4QYM0V-Y2P79R,no-ai,86,SARCASM,NOT_SARCASM,7827,2026-03-24 15:08:11.343882+00
f64cba4a-0ed6-4865-ad2d-27329890090d,P-MN6R7MGL-LOF01Y,no-ai,244,NOT_SARCASM,NOT_SARCASM,8558,2026-03-26 00:49:46.668531+00
f7f92e2f-033c-4f53-baff-d6a7aabcbbe9,P-MN4SBZ4P-VW2H9K,with-ai,44,NOT_SARCASM,NOT_SARCASM,752,2026-03-24 15:44:39.912495+00
f97e820f-9207-4506-8d44-32abca149b03,P-MN4RCPOP-47G0AC,with-ai,207,SARCASM,SARCASM,849,2026-03-24 15:18:12.256688+00
f9c4938a-4812-4eb3-832b-3ff51f71d91a,P-MN4RL5SN-IWZXI4,with-ai,226,SARCASM,SARCASM,22981,2026-03-24 15:25:17.447616+00
fb00aa05-fbe7-4f94-92c7-786a421ac5c9,P-MN4QR6CY-096LZE,with-ai,61,SARCASM,SARCASM,10212,2026-03-24 15:04:23.078368+00
fb0f3f4d-4a7b-440f-9b60-1501f69452fc,P-MN4R5D37-QSKUAZ,no-ai,82,SARCASM,NOT_SARCASM,4181,2026-03-24 15:15:17.832135+00
fb1b0795-305a-460e-8d7d-72ab3c9275c8,P-MN6R7MGL-LOF01Y,no-ai,46,SARCASM,NOT_SARCASM,23492,2026-03-26 00:50:50.056785+00
fc81d879-4b17-46cc-9fea-b91eba6eb6cf,P-MN4QFLHS-WO5HMW,no-ai,139,SARCASM,NOT_SARCASM,19976,2026-03-24 14:56:54.022471+00
fe831547-1c25-40f6-ae60-4a55f90b2fb5,P-MN4SB1JM-XI7KWK,no-ai,222,NOT_SARCASM,SARCASM,1122,2026-03-24 15:43:52.437437+00
fef42a9f-81d1-491b-a4bc-2a356fab0bde,P-MN4QR6CY-096LZE,with-ai,125,SARCASM,SARCASM,8572,2026-03-24 15:01:06.226802+00
